 Disk integrated flux for K0V star (erg s-1 Sr-1 cm-2 nm-1)
=============================================================
Wavelength   quiet     spot      penumbra     umbra
   [nm]      region
============================================================
  933.000  2.374e+07  1.442e+07  1.552e+07  5.900e+06
  935.000  2.358e+07  1.434e+07  1.543e+07  5.919e+06
  937.000  2.340e+07  1.417e+07  1.525e+07  5.842e+06
  939.000  2.337e+07  1.426e+07  1.534e+07  5.904e+06
  941.000  2.261e+07  1.392e+07  1.496e+07  5.904e+06
  943.000  2.309e+07  1.416e+07  1.523e+07  5.940e+06
  945.000  2.264e+07  1.388e+07  1.492e+07  5.866e+06
  947.000  2.307e+07  1.413e+07  1.520e+07  5.932e+06
  949.000  2.308e+07  1.416e+07  1.522e+07  5.975e+06
  951.000  2.304e+07  1.411e+07  1.517e+07  5.968e+06
  953.000  2.283e+07  1.401e+07  1.506e+07  5.942e+06
  955.000  2.255e+07  1.383e+07  1.486e+07  5.875e+06
  957.000  2.261e+07  1.387e+07  1.490e+07  5.947e+06
  959.000  2.284e+07  1.404e+07  1.508e+07  5.998e+06
  961.000  2.259e+07  1.383e+07  1.486e+07  5.906e+06
  963.000  2.246e+07  1.386e+07  1.489e+07  5.975e+06
  965.000  2.209e+07  1.345e+07  1.445e+07  5.760e+06
  967.000  2.209e+07  1.349e+07  1.449e+07  5.798e+06
  969.000  2.239e+07  1.374e+07  1.476e+07  5.921e+06
  971.000  2.215e+07  1.359e+07  1.459e+07  5.875e+06
  973.000  2.207e+07  1.346e+07  1.446e+07  5.724e+06
  975.000  2.191e+07  1.341e+07  1.442e+07  5.652e+06
  977.000  2.197e+07  1.349e+07  1.450e+07  5.731e+06
  979.000  2.162e+07  1.321e+07  1.420e+07  5.644e+06
  981.000  2.201e+07  1.356e+07  1.458e+07  5.748e+06
  983.000  2.185e+07  1.339e+07  1.440e+07  5.619e+06
  985.000  2.195e+07  1.352e+07  1.454e+07  5.692e+06
  987.000  2.176e+07  1.344e+07  1.444e+07  5.733e+06
  989.000  2.176e+07  1.344e+07  1.443e+07  5.748e+06
  991.000  2.162e+07  1.336e+07  1.436e+07  5.662e+06
  993.000  2.172e+07  1.338e+07  1.438e+07  5.666e+06
  995.000  2.162e+07  1.335e+07  1.434e+07  5.710e+06
  997.000  2.160e+07  1.335e+07  1.433e+07  5.735e+06
  999.000  2.150e+07  1.332e+07  1.430e+07  5.732e+06
 1002.500  2.135e+07  1.321e+07  1.419e+07  5.688e+06
 1007.500  2.108e+07  1.310e+07  1.406e+07  5.709e+06
 1012.500  2.101e+07  1.308e+07  1.403e+07  5.731e+06
 1017.500  2.069e+07  1.293e+07  1.387e+07  5.713e+06
 1022.500  2.060e+07  1.287e+07  1.380e+07  5.732e+06
 1027.500  2.057e+07  1.288e+07  1.380e+07  5.744e+06
 1032.500  2.020e+07  1.265e+07  1.356e+07  5.678e+06
 1037.500  2.003e+07  1.260e+07  1.349e+07  5.709e+06
 1042.500  2.004e+07  1.263e+07  1.352e+07  5.733e+06
 1047.500  1.977e+07  1.247e+07  1.335e+07  5.695e+06
 1052.500  1.972e+07  1.247e+07  1.335e+07  5.712e+06
 1057.500  1.944e+07  1.231e+07  1.317e+07  5.674e+06
 1062.500  1.929e+07  1.226e+07  1.312e+07  5.682e+06
 1067.500  1.896e+07  1.208e+07  1.292e+07  5.626e+06
 1072.500  1.892e+07  1.205e+07  1.288e+07  5.600e+06
 1077.500  1.867e+07  1.194e+07  1.276e+07  5.606e+06
 1082.500  1.824e+07  1.167e+07  1.247e+07  5.519e+06
 1087.500  1.822e+07  1.172e+07  1.252e+07  5.549e+06
 1092.500  1.811e+07  1.171e+07  1.251e+07  5.529e+06
 1097.500  1.743e+07  1.139e+07  1.216e+07  5.489e+06
 1102.500  1.739e+07  1.136e+07  1.213e+07  5.431e+06
 1107.500  1.744e+07  1.136e+07  1.214e+07  5.384e+06
 1112.500  1.728e+07  1.127e+07  1.204e+07  5.367e+06
 1117.500  1.723e+07  1.121e+07  1.198e+07  5.332e+06
 1122.500  1.717e+07  1.120e+07  1.196e+07  5.349e+06
 1127.500  1.680e+07  1.096e+07  1.170e+07  5.274e+06
 1132.500  1.691e+07  1.103e+07  1.177e+07  5.278e+06
 1137.500  1.661e+07  1.082e+07  1.155e+07  5.157e+06
 1142.500  1.646e+07  1.069e+07  1.142e+07  5.099e+06
 1147.500  1.665e+07  1.090e+07  1.163e+07  5.252e+06
 1152.500  1.658e+07  1.088e+07  1.161e+07  5.245e+06
 1157.500  1.633e+07  1.073e+07  1.144e+07  5.204e+06
 1162.500  1.605e+07  1.051e+07  1.122e+07  5.119e+06
 1167.500  1.606e+07  1.055e+07  1.125e+07  5.116e+06
 1172.500  1.619e+07  1.065e+07  1.137e+07  5.170e+06
 1177.500  1.582e+07  1.038e+07  1.108e+07  5.016e+06
 1182.500  1.558e+07  1.028e+07  1.096e+07  5.076e+06
 1187.500  1.547e+07  1.019e+07  1.086e+07  5.003e+06
 1192.500  1.574e+07  1.041e+07  1.110e+07  5.080e+06
 1197.500  1.500e+07  9.921e+06  1.057e+07  4.932e+06
 1202.500  1.529e+07  1.018e+07  1.084e+07  5.038e+06
 1207.500  1.505e+07  1.002e+07  1.068e+07  5.003e+06
 1212.500  1.517e+07  1.012e+07  1.079e+07  5.014e+06
 1217.500  1.520e+07  1.012e+07  1.079e+07  5.000e+06
 1222.500  1.508e+07  1.006e+07  1.072e+07  4.980e+06
 1227.500  1.492e+07  9.972e+06  1.062e+07  4.958e+06
 1232.500  1.482e+07  9.914e+06  1.056e+07  4.924e+06
 1237.500  1.475e+07  9.883e+06  1.053e+07  4.920e+06
 1242.500  1.456e+07  9.762e+06  1.040e+07  4.860e+06
 1247.500  1.457e+07  9.779e+06  1.042e+07  4.871e+06
 1252.500  1.439e+07  9.663e+06  1.029e+07  4.820e+06
 1257.500  1.435e+07  9.664e+06  1.029e+07  4.827e+06
 1262.500  1.423e+07  9.591e+06  1.021e+07  4.805e+06
 1267.500  1.404e+07  9.476e+06  1.009e+07  4.756e+06
 1272.500  1.407e+07  9.509e+06  1.012e+07  4.779e+06
 1277.500  1.400e+07  9.480e+06  1.009e+07  4.768e+06
 1282.500  1.346e+07  9.173e+06  9.760e+06  4.651e+06
 1287.500  1.370e+07  9.305e+06  9.901e+06  4.712e+06
 1292.500  1.354e+07  9.179e+06  9.766e+06  4.660e+06
 1297.500  1.361e+07  9.269e+06  9.862e+06  4.704e+06
 1302.500  1.343e+07  9.171e+06  9.756e+06  4.673e+06
 1307.500  1.345e+07  9.184e+06  9.772e+06  4.657e+06
 1312.500  1.310e+07  8.880e+06  9.448e+06  4.509e+06
 1317.500  1.307e+07  8.921e+06  9.489e+06  4.549e+06
 1322.500  1.316e+07  9.028e+06  9.603e+06  4.598e+06
 1327.500  1.293e+07  8.880e+06  9.446e+06  4.522e+06
 1332.500  1.292e+07  8.826e+06  9.408e+06  4.340e+06
 1337.500  1.283e+07  8.764e+06  9.362e+06  4.157e+06
 1342.500  1.286e+07  8.770e+06  9.375e+06  4.107e+06
 1347.500  1.275e+07  8.740e+06  9.332e+06  4.183e+06
 1352.500  1.269e+07  8.689e+06  9.287e+06  4.087e+06
 1357.500  1.245e+07  8.567e+06  9.147e+06  4.099e+06
 1362.500  1.241e+07  8.517e+06  9.097e+06  4.045e+06
 1367.500  1.239e+07  8.559e+06  9.137e+06  4.113e+06
 1372.500  1.237e+07  8.565e+06  9.143e+06  4.114e+06
 1377.500  1.226e+07  8.500e+06  9.069e+06  4.116e+06
 1382.500  1.222e+07  8.489e+06  9.060e+06  4.096e+06
 1387.500  1.211e+07  8.380e+06  8.949e+06  3.996e+06
 1392.500  1.204e+07  8.184e+06  8.759e+06  3.752e+06
 1397.500  1.198e+07  8.240e+06  8.817e+06  3.799e+06
 1402.500  1.180e+07  8.165e+06  8.727e+06  3.839e+06
 1407.500  1.178e+07  8.200e+06  8.768e+06  3.830e+06
 1412.500  1.152e+07  8.043e+06  8.602e+06  3.738e+06
 1417.500  1.158e+07  8.093e+06  8.660e+06  3.732e+06
 1422.500  1.133e+07  7.964e+06  8.513e+06  3.737e+06
 1427.500  1.106e+07  7.711e+06  8.241e+06  3.628e+06
 1432.500  1.133e+07  7.965e+06  8.517e+06  3.710e+06
 1437.500  1.135e+07  7.966e+06  8.523e+06  3.673e+06
 1442.500  1.096e+07  7.772e+06  8.302e+06  3.687e+06
 1447.500  1.121e+07  7.923e+06  8.476e+06  3.667e+06
 1452.500  1.094e+07  7.761e+06  8.297e+06  3.635e+06
 1457.000  1.094e+07  7.752e+06  8.288e+06  3.627e+06
 1462.000  1.092e+07  7.650e+06  8.191e+06  3.490e+06
 1467.500  1.083e+07  7.634e+06  8.173e+06  3.488e+06
 1472.500  1.062e+07  7.560e+06  8.083e+06  3.537e+06
 1477.500  1.064e+07  7.558e+06  8.088e+06  3.481e+06
 1482.500  1.062e+07  7.588e+06  8.119e+06  3.504e+06
 1487.500  1.026e+07  7.323e+06  7.823e+06  3.479e+06
 1492.500  1.067e+07  7.659e+06  8.195e+06  3.540e+06
 1497.500  1.050e+07  7.593e+06  8.115e+06  3.575e+06
 1502.500  9.908e+06  7.034e+06  7.505e+06  3.409e+06
 1507.500  1.007e+07  7.266e+06  7.756e+06  3.494e+06
 1512.500  1.035e+07  7.498e+06  8.014e+06  3.529e+06
 1517.500  1.034e+07  7.482e+06  8.002e+06  3.483e+06
 1522.500  1.018e+07  7.461e+06  7.964e+06  3.594e+06
 1527.500  1.022e+07  7.430e+06  7.941e+06  3.496e+06
 1532.500  1.015e+07  7.503e+06  7.999e+06  3.687e+06
 1537.500  1.013e+07  7.441e+06  7.940e+06  3.600e+06
 1542.500  1.011e+07  7.395e+06  7.897e+06  3.537e+06
 1547.500  1.007e+07  7.508e+06  8.004e+06  3.697e+06
 1552.500  9.881e+06  7.338e+06  7.822e+06  3.614e+06
 1557.500  9.837e+06  7.335e+06  7.818e+06  3.617e+06
 1562.500  9.909e+06  7.428e+06  7.912e+06  3.701e+06
 1567.500  9.648e+06  7.275e+06  7.742e+06  3.681e+06
 1572.500  9.679e+06  7.242e+06  7.710e+06  3.640e+06
 1577.500  9.141e+06  6.851e+06  7.273e+06  3.601e+06
 1582.500  9.456e+06  7.185e+06  7.635e+06  3.721e+06
 1587.500  9.167e+06  6.990e+06  7.419e+06  3.685e+06
 1592.500  9.317e+06  7.131e+06  7.572e+06  3.732e+06
 1597.500  9.363e+06  7.193e+06  7.633e+06  3.809e+06
 1605.000  9.287e+06  7.130e+06  7.569e+06  3.749e+06
 1615.000  9.112e+06  7.008e+06  7.438e+06  3.708e+06
 1625.000  9.057e+06  6.955e+06  7.379e+06  3.688e+06
 1635.000  8.898e+06  6.926e+06  7.333e+06  3.789e+06
 1645.000  8.711e+06  6.821e+06  7.210e+06  3.829e+06
 1655.000  8.675e+06  6.822e+06  7.202e+06  3.893e+06
 1665.000  8.498e+06  6.677e+06  7.045e+06  3.845e+06
 1675.000  8.228e+06  6.429e+06  6.783e+06  3.706e+06
 1685.000  8.066e+06  6.391e+06  6.734e+06  3.755e+06
 1695.000  8.087e+06  6.367e+06  6.717e+06  3.677e+06
 1705.000  7.806e+06  6.145e+06  6.483e+06  3.541e+06
 1715.000  7.634e+06  5.934e+06  6.278e+06  3.287e+06
 1725.000  7.481e+06  5.859e+06  6.199e+06  3.243e+06
 1735.000  7.256e+06  5.703e+06  6.042e+06  3.099e+06
 1745.000  7.200e+06  5.627e+06  5.968e+06  3.000e+06
 1755.000  7.116e+06  5.508e+06  5.859e+06  2.804e+06
 1765.000  6.990e+06  5.412e+06  5.762e+06  2.724e+06
 1775.000  6.829e+06  5.272e+06  5.621e+06  2.588e+06
 1785.000  6.743e+06  5.180e+06  5.530e+06  2.489e+06
 1795.000  6.617e+06  5.100e+06  5.447e+06  2.437e+06
 1805.000  6.451e+06  4.932e+06  5.270e+06  2.333e+06
 1815.000  6.290e+06  4.863e+06  5.196e+06  2.298e+06
 1825.000  6.182e+06  4.736e+06  5.057e+06  2.264e+06
 1835.000  6.084e+06  4.676e+06  4.994e+06  2.230e+06
 1845.000  5.892e+06  4.481e+06  4.789e+06  2.110e+06
 1855.000  5.866e+06  4.468e+06  4.781e+06  2.056e+06
 1865.000  5.688e+06  4.359e+06  4.660e+06  2.045e+06
 1875.000  5.477e+06  4.237e+06  4.527e+06  2.007e+06
 1885.000  5.516e+06  4.241e+06  4.525e+06  2.050e+06
 1895.000  5.285e+06  4.069e+06  4.338e+06  2.003e+06
 1905.000  5.349e+06  4.116e+06  4.390e+06  2.009e+06
 1915.000  5.230e+06  4.039e+06  4.305e+06  1.994e+06
 1925.000  5.143e+06  3.982e+06  4.244e+06  1.970e+06
 1935.000  4.988e+06  3.830e+06  4.080e+06  1.909e+06
 1945.000  4.833e+06  3.735e+06  3.977e+06  1.873e+06
 1955.000  4.864e+06  3.753e+06  3.995e+06  1.888e+06
 1965.000  4.763e+06  3.699e+06  3.936e+06  1.877e+06
 1975.000  4.632e+06  3.537e+06  3.764e+06  1.786e+06
 1985.000  4.586e+06  3.507e+06  3.737e+06  1.741e+06
 1995.000  4.519e+06  3.472e+06  3.700e+06  1.724e+06
 2005.000  4.490e+06  3.483e+06  3.710e+06  1.735e+06
 2015.000  4.432e+06  3.428e+06  3.653e+06  1.692e+06
 2025.000  4.300e+06  3.330e+06  3.545e+06  1.672e+06
 2035.000  4.214e+06  3.282e+06  3.493e+06  1.662e+06
 2045.000  4.200e+06  3.261e+06  3.473e+06  1.637e+06
 2055.000  4.106e+06  3.192e+06  3.395e+06  1.629e+06
 2065.000  4.005e+06  3.112e+06  3.310e+06  1.589e+06
 2075.000  3.965e+06  3.094e+06  3.290e+06  1.590e+06
 2085.000  3.896e+06  3.033e+06  3.225e+06  1.555e+06
 2095.000  3.793e+06  2.960e+06  3.143e+06  1.554e+06
 2105.000  3.777e+06  2.949e+06  3.131e+06  1.546e+06
 2115.000  3.703e+06  2.895e+06  3.071e+06  1.537e+06
 2125.000  3.644e+06  2.861e+06  3.034e+06  1.527e+06
 2135.000  3.597e+06  2.830e+06  2.999e+06  1.527e+06
 2145.000  3.539e+06  2.790e+06  2.955e+06  1.523e+06
 2155.000  3.483e+06  2.751e+06  2.911e+06  1.522e+06
 2165.000  3.364e+06  2.697e+06  2.848e+06  1.534e+06
 2175.000  3.336e+06  2.652e+06  2.800e+06  1.513e+06
 2185.000  3.292e+06  2.625e+06  2.768e+06  1.522e+06
 2195.000  3.261e+06  2.598e+06  2.738e+06  1.521e+06
 2205.000  3.159e+06  2.496e+06  2.631e+06  1.460e+06
 2215.000  3.164e+06  2.540e+06  2.671e+06  1.529e+06
 2225.000  3.088e+06  2.466e+06  2.592e+06  1.497e+06
 2235.000  3.042e+06  2.443e+06  2.565e+06  1.510e+06
 2245.000  2.998e+06  2.417e+06  2.535e+06  1.515e+06
 2255.000  2.956e+06  2.392e+06  2.507e+06  1.507e+06
 2265.000  2.890e+06  2.324e+06  2.435e+06  1.464e+06
 2275.000  2.872e+06  2.326e+06  2.435e+06  1.486e+06
 2285.000  2.795e+06  2.265e+06  2.369e+06  1.465e+06
 2295.000  2.657e+06  2.107e+06  2.207e+06  1.340e+06
 2305.000  2.684e+06  2.151e+06  2.254e+06  1.364e+06
 2315.000  2.649e+06  2.126e+06  2.228e+06  1.342e+06
 2325.000  2.489e+06  1.963e+06  2.057e+06  1.236e+06
 2335.000  2.514e+06  1.987e+06  2.086e+06  1.225e+06
 2345.000  2.523e+06  2.011e+06  2.111e+06  1.245e+06
 2355.000  2.355e+06  1.848e+06  1.939e+06  1.148e+06
 2365.000  2.413e+06  1.916e+06  2.011e+06  1.181e+06
 2375.000  2.378e+06  1.897e+06  1.990e+06  1.179e+06
 2385.000  2.241e+06  1.756e+06  1.844e+06  1.079e+06
 2395.000  2.293e+06  1.807e+06  1.901e+06  1.086e+06
 2405.000  2.280e+06  1.792e+06  1.890e+06  1.038e+06
 2415.000  2.119e+06  1.634e+06  1.725e+06  9.347e+05
 2425.000  2.144e+06  1.655e+06  1.751e+06  9.173e+05
 2435.000  2.133e+06  1.646e+06  1.744e+06  8.932e+05
 2445.000  2.057e+06  1.573e+06  1.666e+06  8.600e+05
 2455.000  2.014e+06  1.541e+06  1.632e+06  8.432e+05
 2465.000  2.045e+06  1.562e+06  1.657e+06  8.248e+05
 2475.000  1.984e+06  1.512e+06  1.604e+06  8.075e+05
 2485.000  1.919e+06  1.455e+06  1.541e+06  7.877e+05
 2495.000  1.950e+06  1.481e+06  1.572e+06  7.787e+05
 2505.000  1.931e+06  1.466e+06  1.557e+06  7.657e+05
 2515.000  1.865e+06  1.408e+06  1.494e+06  7.477e+05
 2525.000  1.865e+06  1.387e+06  1.472e+06  7.313e+05
 2535.000  1.846e+06  1.388e+06  1.473e+06  7.265e+05
 2545.000  1.803e+06  1.364e+06  1.447e+06  7.195e+05
 2555.000  1.784e+06  1.352e+06  1.435e+06  7.141e+05
 2565.000  1.768e+06  1.334e+06  1.417e+06  6.972e+05
 2575.000  1.760e+06  1.335e+06  1.418e+06  6.989e+05
 2585.000  1.695e+06  1.293e+06  1.371e+06  6.936e+05
 2595.000  1.700e+06  1.295e+06  1.374e+06  6.855e+05
 2605.000  1.686e+06  1.285e+06  1.363e+06  6.812e+05
 2615.000  1.662e+06  1.281e+06  1.358e+06  6.856e+05
 2625.000  1.607e+06  1.243e+06  1.316e+06  6.762e+05
 2635.000  1.609e+06  1.240e+06  1.314e+06  6.731e+05
 2645.000  1.586e+06  1.223e+06  1.296e+06  6.620e+05
 2655.000  1.558e+06  1.191e+06  1.259e+06  6.648e+05
 2665.000  1.529e+06  1.180e+06  1.248e+06  6.555e+05
 2675.000  1.539e+06  1.184e+06  1.255e+06  6.428e+05
 2685.000  1.521e+06  1.172e+06  1.242e+06  6.356e+05
 2695.000  1.495e+06  1.146e+06  1.214e+06  6.180e+05
 2705.000  1.480e+06  1.136e+06  1.204e+06  6.155e+05
 2715.000  1.460e+06  1.118e+06  1.185e+06  6.002e+05
 2725.000  1.442e+06  1.103e+06  1.170e+06  5.884e+05
 2735.000  1.423e+06  1.090e+06  1.156e+06  5.848e+05
 2745.000  1.409e+06  1.081e+06  1.146e+06  5.803e+05
 2755.000  1.389e+06  1.062e+06  1.126e+06  5.679e+05
 2765.000  1.366e+06  1.047e+06  1.110e+06  5.620e+05
 2775.000  1.349e+06  1.038e+06  1.100e+06  5.579e+05
 2785.000  1.334e+06  1.020e+06  1.081e+06  5.467e+05
 2795.000  1.316e+06  1.003e+06  1.062e+06  5.467e+05
 2805.000  1.296e+06  9.747e+05  1.033e+06  5.279e+05
 2815.000  1.283e+06  9.753e+05  1.033e+06  5.281e+05
 2825.000  1.268e+06  9.670e+05  1.025e+06  5.217e+05
 2835.000  1.256e+06  9.568e+05  1.014e+06  5.157e+05
 2845.000  1.235e+06  9.486e+05  1.005e+06  5.137e+05
 2855.000  1.220e+06  9.293e+05  9.846e+05  5.037e+05
 2865.000  1.204e+06  9.243e+05  9.791e+05  5.027e+05
 2875.000  1.189e+06  9.129e+05  9.669e+05  4.969e+05
 2885.000  1.175e+06  8.998e+05  9.531e+05  4.897e+05
 2895.000  1.161e+06  8.926e+05  9.450e+05  4.888e+05
 2905.000  1.145e+06  8.725e+05  9.240e+05  4.763e+05
 2915.000  1.133e+06  8.754e+05  9.267e+05  4.805e+05
 2925.000  1.106e+06  8.363e+05  8.851e+05  4.608e+05
 2935.000  1.101e+06  8.464e+05  8.953e+05  4.701e+05
 2945.000  1.084e+06  8.178e+05  8.655e+05  4.505e+05
 2955.000  1.075e+06  8.258e+05  8.738e+05  4.562e+05
 2965.000  1.059e+06  8.021e+05  8.485e+05  4.447e+05
 2975.000  1.050e+06  8.064e+05  8.531e+05  4.467e+05
 2985.000  1.037e+06  7.891e+05  8.351e+05  4.345e+05
 2995.000  1.021e+06  7.883e+05  8.336e+05  4.391e+05
 3005.000  1.005e+06  7.639e+05  8.079e+05  4.249e+05
 3015.000  9.995e+05  7.731e+05  8.174e+05  4.323e+05
 3025.000  9.846e+05  7.526e+05  7.961e+05  4.174e+05
 3035.000  9.703e+05  7.519e+05  7.950e+05  4.201e+05
 3045.000  9.549e+05  7.284e+05  7.696e+05  4.108e+05
 3055.000  9.503e+05  7.343e+05  7.762e+05  4.116e+05
 3065.000  9.365e+05  7.235e+05  7.646e+05  4.069e+05
 3075.000  9.280e+05  7.144e+05  7.550e+05  4.018e+05
 3085.000  9.108e+05  7.010e+05  7.404e+05  3.970e+05
 3095.000  9.009e+05  6.918e+05  7.308e+05  3.916e+05
 3105.000  8.951e+05  6.939e+05  7.329e+05  3.929e+05
 3115.000  8.730e+05  6.729e+05  7.103e+05  3.852e+05
 3125.000  8.730e+05  6.777e+05  7.156e+05  3.857e+05
 3135.000  8.566e+05  6.570e+05  6.932e+05  3.782e+05
 3145.000  8.519e+05  6.595e+05  6.962e+05  3.771e+05
 3155.000  8.380e+05  6.502e+05  6.863e+05  3.727e+05
 3165.000  8.309e+05  6.481e+05  6.840e+05  3.719e+05
 3175.000  8.197e+05  6.358e+05  6.709e+05  3.660e+05
 3185.000  8.098e+05  6.299e+05  6.643e+05  3.654e+05
 3195.000  8.022e+05  6.230e+05  6.571e+05  3.602e+05
 3210.000  7.891e+05  6.186e+05  6.523e+05  3.584e+05
 3230.000  7.666e+05  5.978e+05  6.298e+05  3.514e+05
 3250.000  7.522e+05  5.914e+05  6.233e+05  3.466e+05
 3270.000  7.341e+05  5.777e+05  6.084e+05  3.408e+05
 3290.000  7.130e+05  5.614e+05  5.906e+05  3.358e+05
 3310.000  6.998e+05  5.545e+05  5.834e+05  3.321e+05
 3330.000  6.809e+05  5.386e+05  5.661e+05  3.265e+05
 3350.000  6.696e+05  5.311e+05  5.583e+05  3.213e+05
 3370.000  6.552e+05  5.231e+05  5.498e+05  3.181e+05
 3390.000  6.357e+05  5.052e+05  5.303e+05  3.125e+05
 3410.000  6.238e+05  4.991e+05  5.239e+05  3.083e+05
 3430.000  6.137e+05  4.943e+05  5.186e+05  3.070e+05
 3450.000  5.974e+05  4.764e+05  4.995e+05  2.982e+05
 3470.000  5.867e+05  4.734e+05  4.960e+05  2.987e+05
 3490.000  5.751e+05  4.646e+05  4.870e+05  2.926e+05
 3510.000  5.612e+05  4.517e+05  4.729e+05  2.885e+05
 3530.000  5.481e+05  4.429e+05  4.635e+05  2.841e+05
 3550.001  5.389e+05  4.378e+05  4.580e+05  2.822e+05
 3570.001  5.252e+05  4.248e+05  4.441e+05  2.762e+05
 3590.001  5.140e+05  4.172e+05  4.359e+05  2.731e+05
 3610.001  5.063e+05  4.138e+05  4.323e+05  2.717e+05
 3630.001  4.941e+05  4.019e+05  4.195e+05  2.658e+05
 3650.001  4.823e+05  3.944e+05  4.115e+05  2.624e+05
 3670.001  4.721e+05  3.870e+05  4.035e+05  2.594e+05
 3690.001  4.602e+05  3.786e+05  3.946e+05  2.561e+05
 3710.001  4.495e+05  3.691e+05  3.844e+05  2.514e+05
 3730.001  4.436e+05  3.646e+05  3.797e+05  2.487e+05
 3750.001  4.323e+05  3.593e+05  3.737e+05  2.481e+05
 3770.001  4.254e+05  3.494e+05  3.635e+05  2.406e+05
 3790.001  4.178e+05  3.468e+05  3.604e+05  2.417e+05
 3810.001  4.094e+05  3.381e+05  3.514e+05  2.357e+05
 3830.001  4.028e+05  3.325e+05  3.457e+05  2.313e+05
 3850.001  3.950e+05  3.264e+05  3.391e+05  2.293e+05
 3870.001  3.864e+05  3.208e+05  3.330e+05  2.269e+05
 3890.001  3.784e+05  3.135e+05  3.255e+05  2.213e+05
 3910.001  3.725e+05  3.085e+05  3.203e+05  2.181e+05
 3930.001  3.651e+05  3.027e+05  3.141e+05  2.148e+05
 3950.001  3.571e+05  2.975e+05  3.087e+05  2.117e+05
 3970.001  3.511e+05  2.920e+05  3.030e+05  2.070e+05
 3990.001  3.410e+05  2.814e+05  2.922e+05  1.985e+05
 4010.001  3.371e+05  2.800e+05  2.906e+05  1.977e+05
 4030.001  3.316e+05  2.752e+05  2.857e+05  1.942e+05
 4050.001  3.234e+05  2.672e+05  2.776e+05  1.870e+05
 4070.001  3.178e+05  2.619e+05  2.722e+05  1.831e+05
 4090.001  3.133e+05  2.586e+05  2.689e+05  1.790e+05
 4110.001  3.072e+05  2.537e+05  2.637e+05  1.773e+05
 4130.001  3.023e+05  2.490e+05  2.589e+05  1.732e+05
 4150.001  2.960e+05  2.448e+05  2.544e+05  1.714e+05
 4170.001  2.905e+05  2.387e+05  2.481e+05  1.659e+05
 4190.001  2.852e+05  2.358e+05  2.449e+05  1.651e+05
 4210.001  2.776e+05  2.288e+05  2.377e+05  1.607e+05
 4230.001  2.761e+05  2.283e+05  2.372e+05  1.603e+05
 4250.001  2.698e+05  2.224e+05  2.312e+05  1.549e+05
 4270.001  2.659e+05  2.193e+05  2.279e+05  1.531e+05
 4290.001  2.537e+05  2.095e+05  2.173e+05  1.494e+05
 4310.001  2.437e+05  1.984e+05  2.056e+05  1.429e+05
 4330.001  2.433e+05  1.989e+05  2.062e+05  1.422e+05
 4350.001  2.318e+05  1.888e+05  1.955e+05  1.372e+05
 4370.001  2.262e+05  1.833e+05  1.897e+05  1.338e+05
 4390.001  2.237e+05  1.803e+05  1.866e+05  1.316e+05
 4410.001  2.123e+05  1.721e+05  1.778e+05  1.281e+05
 4430.001  2.108e+05  1.697e+05  1.754e+05  1.253e+05
 4450.001  2.076e+05  1.669e+05  1.726e+05  1.236e+05
 4470.001  1.985e+05  1.604e+05  1.656e+05  1.206e+05
 4490.001  1.989e+05  1.598e+05  1.651e+05  1.190e+05
 4510.001  1.943e+05  1.557e+05  1.607e+05  1.167e+05
 4530.001  1.874e+05  1.515e+05  1.563e+05  1.147e+05
 4550.001  1.873e+05  1.509e+05  1.558e+05  1.133e+05
 4570.001  1.856e+05  1.495e+05  1.544e+05  1.117e+05
 4590.001  1.779e+05  1.442e+05  1.487e+05  1.095e+05
 4610.001  1.784e+05  1.443e+05  1.489e+05  1.083e+05
 4630.001  1.752e+05  1.417e+05  1.463e+05  1.065e+05
 4650.001  1.729e+05  1.407e+05  1.452e+05  1.056e+05
 4670.001  1.712e+05  1.394e+05  1.440e+05  1.039e+05
 4690.001  1.689e+05  1.372e+05  1.417e+05  1.025e+05
 4710.001  1.654e+05  1.348e+05  1.392e+05  1.011e+05
 4730.001  1.652e+05  1.346e+05  1.391e+05  9.982e+04
 4750.001  1.617e+05  1.317e+05  1.360e+05  9.823e+04
 4770.001  1.593e+05  1.296e+05  1.339e+05  9.624e+04
 4790.001  1.572e+05  1.284e+05  1.327e+05  9.545e+04
 4810.001  1.536e+05  1.250e+05  1.292e+05  9.322e+04
 4830.001  1.539e+05  1.257e+05  1.300e+05  9.302e+04
 4850.001  1.508e+05  1.231e+05  1.273e+05  9.090e+04
 4870.001  1.478e+05  1.203e+05  1.244e+05  8.931e+04
 4890.001  1.460e+05  1.187e+05  1.227e+05  8.790e+04
 4910.001  1.439e+05  1.178e+05  1.217e+05  8.753e+04
 4930.001  1.416e+05  1.152e+05  1.191e+05  8.525e+04
 4950.001  1.393e+05  1.135e+05  1.173e+05  8.453e+04
 4970.001  1.377e+05  1.123e+05  1.161e+05  8.305e+04
 4990.001  1.358e+05  1.110e+05  1.147e+05  8.216e+04
 5010.001  1.326e+05  1.079e+05  1.114e+05  8.039e+04
 5030.001  1.322e+05  1.076e+05  1.113e+05  7.921e+04
 5050.001  1.294e+05  1.055e+05  1.091e+05  7.825e+04
 5070.001  1.279e+05  1.046e+05  1.081e+05  7.732e+04
 5090.001  1.264e+05  1.030e+05  1.065e+05  7.603e+04
 5110.001  1.238e+05  1.011e+05  1.045e+05  7.519e+04
